,Count of Amenities,bathrooms,bedrooms,fee,price,square_feet,costRange,allowedPets
52009,3,2.0,2,0,1149.0,935,2,0
52010,4,1.0,0,0,2500.0,973,3,1
52013,2,1.5,3,0,581.0,1010,1,0
52014,0,2.0,2,0,1114.0,1060,2,0
52015,3,1.5,1,0,2025.0,1077,3,1
52016,11,1.0,1,0,1004.0,965,1,1
52017,4,1.0,1,0,1025.0,804,2,0
52019,1,1.0,2,0,1375.0,923,2,1
52020,3,2.0,2,0,2720.0,1448,3,1
52021,1,1.0,1,0,1698.0,735,3,1
52022,3,1.0,1,0,2068.0,647,3,0
52023,1,1.0,2,0,1600.0,510,3,0
52024,2,2.0,2,0,795.0,1030,2,0
52025,3,1.0,1,0,970.0,686,2,0
52026,1,2.0,2,0,1580.0,1065,2,0
52027,3,1.0,1,0,2548.0,575,3,0
52028,1,2.0,2,0,1725.0,1187,2,0
52029,3,1.0,1,0,2423.0,598,3,0
52030,1,2.0,2,0,1580.0,1059,2,0
52031,3,1.0,1,0,1650.0,675,3,0
52032,5,1.0,1,0,1619.0,715,3,1
52033,2,2.0,3,0,1999.0,1110,3,0
52034,1,2.0,3,0,2485.0,1340,3,1
52036,2,1.0,1,0,1240.0,898,2,0
52037,0,1.0,1,0,1430.0,819,2,0
52038,2,3.0,3,0,1592.0,1390,2,0
52039,2,1.0,2,0,1710.0,750,3,0
52040,6,1.0,1,0,1235.0,650,3,1
52041,0,1.0,1,0,1144.0,720,2,1
52043,0,1.0,1,0,600.0,725,1,1
52044,1,1.0,2,0,650.0,1328,2,0
52045,5,1.0,1,0,1546.0,835,3,0
52046,0,1.0,1,0,995.0,665,2,0
52047,6,2.0,2,0,1500.0,1500,3,0
52048,0,1.0,2,0,1000.0,995,2,0
52049,1,2.0,2,0,1869.0,1098,3,1
52050,1,2.0,2,0,1545.0,1370,2,0
52051,3,2.0,3,0,1115.0,1226,2,1
52052,1,2.0,2,0,1545.0,1370,2,0
52053,2,1.5,2,0,660.0,945,1,0
52054,4,2.0,2,0,2140.0,1076,3,1
52055,4,1.0,1,0,1065.0,854,2,0
52056,3,2.0,2,0,1108.0,1100,1,0
52057,3,2.0,2,0,1125.0,1171,2,0
52058,1,2.0,2,0,1060.0,1171,2,0
52059,7,1.0,1,0,615.0,721,1,0
52060,2,1.0,1,0,2180.0,797,3,0
52062,9,2.0,2,0,1178.0,899,2,1
52063,2,1.0,1,0,1538.0,721,3,0
52064,14,1.0,1,0,1051.0,614,2,1
52065,0,1.0,1,0,797.0,500,2,0
52066,14,1.0,1,0,995.0,602,2,1
52067,3,1.5,2,0,973.0,792,2,1
52069,4,1.5,1,0,915.0,905,2,0
52070,2,1.0,1,0,1989.0,882,3,0
52071,0,1.5,2,0,847.0,945,2,0
52072,0,1.0,1,0,1360.0,771,2,0
52073,8,2.0,3,0,1120.0,1267,2,1
52074,6,1.0,1,0,855.0,658,2,1
52076,6,2.5,2,0,2136.0,1339,3,0
52077,3,1.0,2,0,2004.0,435,3,0
52078,1,2.0,2,0,1600.0,1065,2,1
52079,1,2.0,2,0,1725.0,1187,2,0
52080,1,1.0,1,0,1640.0,984,2,0
52081,4,1.5,2,0,1005.0,950,1,0
52082,0,2.0,2,0,1494.0,1238,2,0
52083,2,2.0,3,0,1435.0,1180,2,0
52084,2,2.0,3,0,1589.0,1600,2,0
52085,8,1.0,1,0,1100.0,795,2,1
52086,10,2.0,2,0,1085.0,952,2,0
52087,1,2.0,3,0,1774.0,1390,2,0
52088,2,1.0,2,0,1925.0,576,3,0
52089,2,1.0,1,0,1230.0,898,2,0
52090,4,2.0,3,0,2850.0,1325,3,0
52091,0,1.0,1,0,655.0,675,1,1
52092,4,1.5,2,0,2049.0,966,3,0
52093,3,1.0,2,0,530.0,880,2,0
52094,3,2.0,2,0,1840.0,1088,2,0
52095,2,2.0,3,0,1362.0,1106,2,0
52096,4,2.0,2,0,2374.0,1185,3,1
52097,3,1.0,1,0,1623.0,987,2,1
52098,12,2.0,3,0,1274.0,1349,1,1
52099,6,1.0,2,0,795.0,810,2,0
52100,12,2.0,2,0,1199.0,1154,1,1
52101,0,1.0,1,0,1800.0,898,2,1
52102,0,2.0,2,0,1675.0,1120,2,0
52103,4,1.0,1,0,935.0,635,1,0
52104,4,1.0,1,0,1915.0,955,3,0
52105,4,2.0,2,0,2180.0,1245,3,0
52106,2,2.0,3,0,2049.0,1415,3,1
52107,6,1.5,2,0,1200.0,950,1,0
52108,4,1.0,2,0,850.0,840,2,0
52109,4,1.0,1,0,1275.0,650,3,0
52110,2,1.0,3,0,1475.0,1050,3,0
52111,2,1.0,1,0,1104.0,830,2,0
52112,6,2.0,2,0,1532.0,1016,2,1
52113,2,1.0,1,0,1416.0,559,3,0
52114,6,1.0,2,0,1236.0,760,2,1
52115,12,1.0,1,0,725.0,624,2,1
52116,0,1.0,1,0,995.0,895,2,1
52117,0,1.0,1,0,970.0,665,2,0
52118,1,1.0,1,0,1020.0,672,2,1
52119,1,1.0,1,0,1115.0,770,2,1
52120,0,2.0,3,0,1425.0,1269,2,1
52121,1,2.0,2,0,1799.0,1015,3,0
52122,0,1.0,1,0,810.0,1031,1,0
52123,0,1.0,1,0,1190.0,765,2,1
52124,6,2.0,2,0,917.0,1168,1,0
52125,7,1.0,1,0,1283.0,744,2,0
52126,7,1.0,1,0,1213.0,563,2,0
52127,10,2.0,2,0,2467.0,1301,2,0
52128,6,2.0,2,0,1250.0,1054,2,0
52129,5,1.0,1,0,1625.0,882,2,0
52130,4,1.0,1,0,1748.0,959,2,1
52131,0,2.0,2,0,2465.0,1091,3,0
52132,0,2.0,2,0,2465.0,1091,3,0
52133,1,1.0,1,0,825.0,790,2,1
52134,9,2.0,2,0,2716.0,1308,3,1
52135,3,1.0,1,0,2166.0,644,3,0
52136,0,1.0,1,0,1110.0,846,2,1
52137,2,1.5,1,0,2245.0,945,3,1
52138,5,2.0,2,0,2759.0,1113,3,0
52139,3,2.0,2,0,2600.0,1303,3,0
52140,7,1.0,1,0,616.0,721,1,0
52141,2,1.0,1,0,1595.0,821,3,0
52142,4,1.0,1,0,1025.0,796,2,0
52143,12,2.5,2,0,1375.0,1225,2,1
52144,11,2.0,2,0,1337.0,1003,2,1
52145,5,1.0,1,0,1199.0,695,2,1
52146,0,1.0,1,0,2480.0,896,3,0
52147,7,1.0,0,0,1385.0,365,3,0
52148,1,1.0,1,0,630.0,614,1,1
52149,6,1.0,1,0,1450.0,340,3,1
52150,4,1.0,0,0,1385.0,365,3,0
52151,2,1.0,2,0,1800.0,1435,2,0
52152,6,2.0,3,0,1407.0,1109,2,0
52153,0,1.0,2,0,650.0,810,2,0
52154,1,2.0,2,0,2029.0,1127,3,0
52155,8,1.0,1,0,2243.0,687,3,0
52156,1,1.0,1,0,1658.0,954,3,1
52157,1,2.0,2,0,1665.0,1179,2,0
52158,13,2.0,2,0,912.0,965,1,1
52159,16,1.0,3,0,1163.0,758,2,1
52161,8,1.0,1,0,2227.0,704,3,0
52162,1,2.0,2,0,1685.0,1141,2,0
52163,2,2.0,2,0,2715.0,1180,3,0
52165,2,1.0,1,0,929.0,733,1,0
52166,0,1.0,1,0,1255.0,860,3,1
52167,3,1.0,1,0,727.0,1046,2,0
52168,0,2.0,3,0,825.0,1260,2,0
52169,0,1.5,1,0,2350.0,818,3,1
52170,3,1.0,2,0,1838.0,460,3,0
52171,5,1.0,1,0,795.0,700,2,0
52172,8,2.0,2,0,1335.0,1091,2,1
52173,5,1.0,2,0,835.0,895,2,0
52174,2,1.0,1,0,1290.0,900,2,1
52175,11,1.0,1,0,850.0,597,2,0
52176,1,2.0,2,0,1000.0,888,2,0
52177,10,2.0,1,0,820.0,886,1,1
52178,0,2.0,2,0,1504.0,1000,2,0
52179,5,1.0,1,0,1800.0,849,3,0
52180,2,1.0,1,0,1230.0,836,2,0
52181,5,1.0,1,0,850.0,473,2,0
52182,5,1.0,2,0,1670.0,750,3,1
52185,4,1.5,2,0,2199.0,966,3,0
52186,4,1.0,1,0,1799.0,716,3,0
52187,3,1.0,2,0,1180.0,1007,2,0
52188,12,1.0,1,0,974.0,868,1,1
52189,6,2.0,2,0,2383.0,965,3,1
52190,0,2.5,3,0,1048.0,1140,1,0
52191,2,1.0,1,0,1715.0,744,3,0
52193,3,1.0,1,0,1205.0,755,2,0
52194,1,2.0,2,0,1700.0,1129,2,0
52195,4,2.0,2,0,1525.0,1093,3,1
52196,7,2.0,2,0,895.0,1076,2,1
52197,1,2.0,1,0,1800.0,950,3,0
52198,2,1.0,1,0,1945.0,772,3,0
52199,6,2.0,2,0,2375.0,1152,3,0
52201,2,2.0,2,0,1915.0,1143,3,0
52202,2,1.0,1,0,1690.0,858,3,0
52203,1,2.0,2,0,1999.0,1023,3,1
52204,9,2.0,2,0,900.0,950,2,1
52205,4,1.5,2,0,1030.0,1125,1,1
52206,6,1.0,1,0,1237.0,870,2,0
52207,7,2.0,2,0,1320.0,1043,2,0
52208,5,1.0,1,0,1370.0,776,3,0
52209,3,2.0,2,0,1731.0,1121,3,1
52210,8,1.0,2,0,1065.0,767,2,1
52211,6,1.0,1,0,601.0,713,1,1
52212,2,2.0,3,0,2503.0,1341,3,0
52213,2,2.0,2,0,1036.0,1050,1,0
52214,2,2.0,3,0,1327.0,1280,2,0
52215,4,2.0,3,0,1189.0,1350,2,0
52216,8,1.0,2,0,1410.0,1031,2,1
52217,0,1.0,1,0,1280.0,721,2,0
52218,2,2.0,2,0,1590.0,998,3,0
52219,7,2.0,2,0,2500.0,840,3,0
52220,6,1.0,1,0,1507.0,671,3,1
52221,1,1.0,2,0,1535.0,975,3,0
52222,13,2.0,2,0,1275.0,1000,2,0
52223,2,1.0,2,0,1445.0,912,2,1
52224,4,2.0,2,0,1026.0,900,2,1
52225,6,1.0,2,0,1415.0,850,3,1
52226,6,2.0,2,0,2300.0,1190,2,0
52227,0,1.0,1,0,1208.0,836,2,0
52228,5,2.0,2,0,1425.0,986,2,0
52229,2,1.0,1,0,1622.0,976,3,0
52230,2,2.0,2,0,1557.0,1045,2,0
52231,5,1.0,1,0,1235.0,780,3,0
52232,4,1.0,2,0,1173.0,1100,2,0
52233,3,2.0,2,0,1183.0,1144,2,1
52234,5,1.5,1,0,1917.0,1043,3,0
52235,0,1.0,1,0,1023.0,667,2,1
52236,2,2.0,2,0,1065.0,1043,2,0
52237,0,1.0,1,0,1754.0,988,3,0
52238,1,2.0,2,0,1495.0,1336,2,0
52239,1,1.0,2,0,1000.0,870,1,0
52241,2,2.0,2,0,770.0,950,2,0
52242,7,1.0,1,0,1283.0,744,2,0
52243,3,2.0,2,0,945.0,1055,1,0
52244,7,1.0,2,0,1950.0,568,3,0
52245,1,2.0,2,0,1379.0,1096,2,0
52246,3,1.0,1,0,995.0,917,1,0
52247,0,1.0,1,0,1250.0,600,3,0
52248,2,2.0,2,0,1150.0,940,2,0
52249,4,2.0,2,0,945.0,933,2,1
52250,0,1.0,1,0,1019.0,707,2,0
52251,1,1.0,1,0,2250.0,945,3,0
52252,3,1.0,1,0,1023.0,789,2,0
52253,13,2.0,2,0,1742.0,1041,2,1
52254,10,2.0,1,0,1071.0,783,2,1
52255,1,2.0,2,0,2385.0,995,3,0
52256,6,1.0,2,0,1055.0,800,2,0
52258,1,1.0,1,0,1985.0,659,3,0
52259,6,1.0,2,0,762.0,810,2,1
52260,6,1.0,2,0,816.0,810,2,0
52261,1,2.0,2,0,1665.0,1179,2,0
52262,3,2.0,2,0,2155.0,993,3,1
52263,4,1.5,2,0,890.0,950,1,0
52264,0,2.0,2,0,930.0,1040,2,0
52265,1,2.0,2,0,1600.0,1065,2,0
52266,1,2.0,2,0,1615.0,1059,2,0
52267,8,2.0,4,0,1080.0,1218,2,0
52269,5,1.0,2,0,950.0,896,2,0
52270,1,1.0,1,0,1438.0,888,3,0
52271,8,1.0,1,0,1125.0,904,2,1
52272,0,2.0,2,0,2380.0,925,3,0
52274,0,1.0,1,0,1465.0,523,3,0
52275,11,2.0,2,0,1126.0,1117,2,0
52276,2,2.0,2,0,2605.0,1129,3,1
52277,5,1.0,2,0,1181.0,443,3,0
52279,3,2.0,2,0,2960.0,1229,3,0
52281,4,2.0,3,0,800.0,1085,1,1
52282,4,1.0,1,0,1800.0,705,3,0
52283,7,1.0,2,0,799.0,880,2,0
52284,12,2.0,2,0,939.0,881,1,1
52285,3,2.0,2,0,1758.0,1226,2,1
52286,12,2.0,2,0,1099.0,1154,1,1
52287,2,2.0,2,0,1100.0,970,1,1
52288,0,2.0,2,0,1675.0,1120,2,0
52289,8,1.0,1,0,899.0,540,1,0
52290,0,1.0,1,0,1875.0,725,3,0
52291,4,1.0,1,0,1275.0,893,2,0
52292,0,1.0,1,0,1100.0,732,2,0
52293,2,1.0,1,0,1460.0,718,3,1
52294,0,1.0,2,0,1350.0,600,3,1
52295,3,2.0,2,0,1485.0,1074,2,0
52296,4,1.0,1,0,985.0,720,1,0
52297,4,1.0,1,0,1025.0,720,1,0
52298,6,1.0,1,0,655.0,645,2,1
52299,0,2.0,2,0,2470.0,1049,3,0
52300,2,2.0,2,0,1550.0,965,3,1
52301,0,1.0,2,0,805.0,822,1,0
52302,4,2.0,2,0,1376.0,1033,3,1
52303,0,2.0,3,0,1609.0,1390,2,0
52304,1,2.0,3,0,1629.0,1400,2,0
52305,1,1.0,1,0,1810.0,729,3,0
52306,0,2.0,2,0,1561.0,919,3,0
52307,2,2.0,3,0,1779.0,1336,2,0
52308,8,1.0,2,0,875.0,1000,2,1
52309,5,2.0,3,0,1189.0,1350,2,0
52310,4,2.0,2,0,969.0,900,2,0
52311,4,1.0,2,0,1850.0,400,3,1
52312,7,1.0,2,0,1459.0,573,3,0
52313,2,1.0,2,0,851.0,843,1,0
52314,9,1.0,1,0,1275.0,812,2,1
52315,8,1.0,1,0,885.0,817,2,1
52316,9,2.0,2,0,872.0,1146,1,0
52317,3,1.0,1,0,1380.0,829,3,1
52318,3,1.0,1,0,1019.0,751,2,0
52319,6,1.0,1,0,1220.0,988,2,1
52320,7,1.0,1,0,1859.0,992,3,0
52321,3,1.0,2,0,1185.0,1168,2,0
52322,1,1.0,2,0,1545.0,975,3,0
52323,1,1.0,1,0,1294.0,766,3,0
52324,1,1.0,1,0,1100.0,600,3,0
52325,9,2.0,2,0,1210.0,894,2,1
52326,2,1.0,1,0,675.0,720,1,0
52327,5,1.0,1,0,655.0,650,1,0
52328,6,1.0,1,0,1319.0,715,3,1
52329,4,1.0,1,0,1166.0,573,3,1
52330,2,1.0,1,0,1313.0,745,3,0
52331,3,1.5,2,0,675.0,924,1,1
52332,5,1.0,2,0,1230.0,875,2,0
52333,3,1.0,2,0,1185.0,1096,2,0
52334,5,2.0,2,0,918.0,1170,1,0
52335,4,2.0,2,0,2311.0,1280,3,0
52336,2,1.0,1,0,1315.0,750,2,0
52337,0,2.0,2,0,1347.0,1168,2,1
52338,12,2.0,2,0,1695.0,1050,3,1
52339,1,1.0,1,0,1939.0,714,3,0
52340,2,1.0,1,0,763.0,800,2,0
52341,2,1.0,1,0,1573.0,823,3,0
52342,4,1.0,2,0,829.0,850,2,0
52343,2,1.0,1,0,950.0,950,2,0
52344,4,1.0,1,0,1365.0,660,2,1
52345,3,1.0,2,0,1258.0,885,2,1
52346,1,2.0,2,0,1959.0,1052,3,0
52347,4,1.0,1,0,1870.0,628,3,1
52348,1,2.0,3,0,2150.0,1244,2,0
52349,12,1.0,1,0,1135.0,842,2,1
52350,13,1.0,1,0,1600.0,714,2,1
52351,2,1.0,1,0,951.0,750,2,0
52352,3,1.0,1,0,695.0,556,2,1
52354,3,1.0,1,0,1392.0,661,3,0
52355,2,1.5,2,0,850.0,1199,1,0
52356,5,1.0,2,0,985.0,995,2,0
52357,1,1.0,1,0,1698.0,700,3,0
52358,4,1.0,2,0,1103.0,952,2,0
52359,1,2.0,2,0,1945.0,924,3,0
52360,0,2.0,2,0,1495.0,1087,3,0
52361,4,1.0,1,0,1125.0,719,2,1
52362,5,1.0,1,0,1080.0,708,2,0
52363,2,2.0,2,0,2845.0,1370,3,1
52364,3,1.0,1,0,2137.0,867,3,0
52365,1,2.0,2,0,1814.0,1098,3,0
52366,0,2.0,2,0,1879.0,1132,3,0
52367,1,1.0,1,0,570.0,522,2,1
52368,3,2.5,2,0,760.0,865,1,1
52369,0,2.0,3,0,1045.0,1080,1,0
52370,1,2.0,2,0,1545.0,1336,2,1
52371,2,2.0,2,0,1532.0,880,3,0
52372,0,1.0,1,0,759.0,540,1,0
52373,3,1.0,1,0,1255.0,933,3,0
52374,0,2.0,2,0,1625.0,835,3,0
52375,0,1.0,1,0,1680.0,898,3,0
52376,2,2.0,2,0,1318.0,1173,2,1
52377,1,1.0,1,0,1029.0,758,2,0
52378,0,1.0,1,0,450.0,700,1,0
52379,0,1.0,2,0,585.0,1100,1,0
52380,4,2.0,2,0,1284.0,1062,2,0
52381,1,1.0,1,0,1190.0,758,2,1
52382,5,1.0,1,0,1375.0,650,3,0
52383,5,1.0,1,0,945.0,520,2,0
52384,1,2.0,2,0,944.0,1030,2,0
52385,6,1.0,1,0,1510.0,650,3,1
52386,11,1.0,1,0,902.0,615,2,1
52387,4,1.0,1,0,1547.0,770,3,0
52388,3,1.0,1,0,975.0,689,2,0
52389,1,1.5,3,0,581.0,1010,1,0
52390,3,1.5,1,0,2390.0,945,3,0
52391,7,1.0,1,0,635.0,721,1,0
52392,1,2.0,2,0,750.0,1080,1,0
52393,13,1.0,1,0,1080.0,652,2,1
52394,7,1.0,0,0,1385.0,365,3,0
52395,3,1.5,3,0,1020.0,1070,1,1
52397,2,1.0,2,0,1550.0,1145,2,0
52398,3,1.0,1,0,1015.0,800,2,0
52399,5,1.0,1,0,1275.0,832,2,0
52400,3,2.0,2,0,2120.0,998,3,1
52401,2,1.0,1,0,652.0,575,2,0
52402,0,1.0,2,0,1350.0,950,2,0
52403,4,1.0,1,0,530.0,596,2,0
52404,4,1.0,1,0,530.0,596,2,1
52405,9,1.0,1,0,1498.0,634,3,1
52406,7,1.0,1,0,825.0,553,2,1
52407,0,2.0,2,0,2780.0,1117,3,0
52408,1,1.0,1,0,1993.0,665,3,0
52409,4,1.0,2,0,1299.0,701,2,1
52410,1,1.0,1,0,1830.0,850,3,1
52411,1,2.0,3,0,2005.0,1435,3,0
52412,7,2.0,2,0,2500.0,1042,3,1
52413,8,2.0,2,0,2575.0,950,3,1
52414,5,2.0,2,0,1444.0,1249,2,0
52415,9,1.0,1,0,910.0,788,1,0
52416,11,1.0,1,0,930.0,758,2,0
52417,5,1.0,1,0,495.0,700,1,0
52418,0,2.0,2,0,2805.0,1148,3,0
52420,1,2.0,3,0,2345.0,1340,3,1
52422,4,2.0,2,0,2960.0,1229,3,0
52423,3,2.0,2,0,1081.0,956,2,0
52424,7,1.0,1,0,1402.0,711,3,0
52425,5,2.0,2,0,1222.0,896,2,1
52426,13,2.0,2,0,1050.0,1255,2,0
52427,3,2.0,2,0,899.0,1000,2,1
52428,12,2.0,2,0,969.0,924,1,1
52429,4,1.0,1,0,2019.0,817,3,1
52430,4,1.0,1,0,1005.0,819,2,1
52431,5,2.0,2,0,1245.0,1035,2,0
52432,4,2.0,2,0,1420.0,1035,2,0
52433,10,1.0,1,0,740.0,700,1,1
52434,6,1.0,2,0,755.0,965,2,1
52435,4,1.0,1,0,2035.0,992,3,1
52436,2,1.0,1,0,1503.0,628,2,0
52437,1,1.0,1,0,1350.0,768,3,0
52438,1,1.0,1,0,1180.0,691,3,1
52439,3,2.0,3,0,1650.0,1200,2,0
52440,9,2.0,2,0,900.0,950,2,0
52441,0,2.5,2,0,2225.0,1568,3,0
52442,5,1.0,1,0,811.0,760,2,0
52443,6,1.0,1,0,1454.0,920,2,0
52444,5,2.0,2,0,1722.0,1189,3,1
52445,2,1.5,2,0,859.0,918,2,0
52446,5,2.0,3,0,895.0,1057,2,1
52447,3,1.0,1,0,1224.0,829,2,0
52448,2,1.0,1,0,1487.0,783,3,0
52449,2,2.0,2,0,1480.0,1125,2,1
52450,7,1.0,1,0,1220.0,871,2,1
52451,7,2.0,2,0,1799.0,1207,3,0
52452,7,1.0,2,0,1599.0,971,3,0
52453,3,1.0,1,0,1049.0,719,2,0
52454,9,1.0,1,0,1200.0,794,2,1
52455,3,1.0,3,0,711.0,822,1,0
52456,8,1.0,2,0,875.0,1000,2,1
52457,9,1.0,2,0,1600.0,1137,2,1
52458,5,1.0,2,0,815.0,875,1,0
52459,1,2.0,2,0,1008.0,959,1,1
52460,4,1.0,1,0,969.0,600,2,0
52461,2,2.0,2,0,1660.0,1095,2,0
52462,1,1.0,1,0,1199.0,730,3,0
52463,1,1.0,2,0,1375.0,700,3,0
52464,4,2.0,2,0,1125.0,910,2,0
52465,11,2.0,2,0,1466.0,1022,3,1
52466,4,2.0,2,0,1900.0,1176,3,0
52467,2,1.0,1,0,1253.0,653,3,0
52468,5,2.0,2,0,855.0,1000,1,0
52469,8,1.0,1,0,1619.0,975,3,1
52470,5,1.0,1,0,1100.0,350,3,1
52471,3,2.0,2,0,1724.0,1185,2,0
52472,0,1.0,1,0,1314.0,898,2,1
52474,9,1.0,1,0,1603.0,697,2,0
52475,3,1.5,2,0,924.0,950,1,0
52476,5,1.0,1,0,714.0,788,1,0
52477,5,2.0,2,0,1195.0,1224,2,0
52478,4,2.0,3,0,1490.0,1133,2,0
52479,3,2.0,2,0,1099.0,1059,2,0
52480,4,2.0,2,0,2345.0,1217,3,1
52481,0,2.0,2,0,970.0,531,2,1
52482,2,2.0,2,0,2288.0,1278,3,0
52483,5,1.0,2,0,1190.0,924,2,1
52484,4,1.0,1,0,915.0,884,2,0
52485,0,1.0,1,0,1725.0,791,3,0
52486,7,1.0,2,0,1320.0,400,2,0
52488,3,2.0,2,0,861.0,1035,2,1
52489,6,2.0,2,0,1905.0,1242,3,0
52491,11,2.5,2,0,1313.0,1230,2,1
52492,2,2.0,2,0,995.0,1070,2,1
52493,2,2.0,2,0,659.0,1055,1,1
52494,0,2.0,2,0,1263.0,1053,2,0
52495,1,1.0,1,0,1614.0,962,3,0
52496,14,2.0,2,0,1109.0,949,2,0
52497,4,1.0,1,0,1795.0,845,3,0
52498,5,2.0,2,0,2160.0,1513,3,0
52499,4,2.0,2,0,1245.0,1173,2,1
52500,1,2.0,2,0,2000.0,998,3,0
52501,7,2.0,2,0,1248.0,1035,2,0
52502,7,1.0,1,0,1080.0,740,2,0
52503,8,2.0,2,0,2105.0,975,3,1
52504,2,1.0,1,0,1965.0,693,3,0
52505,3,1.0,2,0,975.0,1112,1,0
52506,1,1.0,1,0,1290.0,803,2,0
52507,11,1.0,1,0,1544.0,740,2,1
52508,1,2.0,2,0,1577.0,1018,2,0
52509,2,2.0,2,0,2175.0,1130,3,0
52510,1,1.0,1,0,1605.0,689,3,0
52511,1,2.0,2,0,1965.0,952,3,0
52512,2,2.0,2,0,1080.0,1043,2,1
52513,5,2.0,3,0,1763.0,1330,2,1
52514,2,1.0,1,0,1150.0,700,3,0
52515,3,1.0,1,0,1344.0,436,3,0
52516,3,1.0,1,0,1604.0,567,3,0
52517,2,2.0,2,0,925.0,1039,1,0
52518,2,2.0,2,0,925.0,1063,1,0
52519,3,2.0,2,0,690.0,1018,1,0
52520,5,2.0,2,0,1395.0,1082,2,0
52521,7,1.5,1,0,1104.0,749,2,1
52522,5,2.0,2,0,1415.0,1082,2,0
52524,5,2.0,2,0,740.0,772,1,0
52525,0,1.0,3,0,2000.0,800,3,0
52526,1,1.0,2,0,1900.0,400,3,0
52527,2,2.0,2,0,2187.0,1196,3,0
52528,5,1.0,1,0,1715.0,844,3,1
52529,0,2.0,2,0,1495.0,830,2,1
52530,10,2.0,2,0,1055.0,1077,1,0
52531,3,2.0,2,0,1677.0,1053,2,1
52532,10,2.0,3,0,1445.0,1401,1,0
52533,1,1.0,1,0,1310.0,900,2,1
52534,0,2.0,3,0,1805.0,1371,2,0
52535,6,1.0,1,0,1509.0,780,3,0
52536,6,1.0,2,0,1025.0,998,1,0
52537,8,2.0,2,0,1450.0,900,2,0
52538,2,2.0,2,0,1270.0,965,1,1
52539,8,1.0,1,0,1560.0,750,3,1
52540,0,2.0,2,0,1540.0,1150,1,1
52542,4,1.0,1,0,920.0,756,2,1
52543,9,1.0,1,0,974.0,600,2,1
52544,5,2.0,2,0,980.0,1035,1,0
52545,8,1.0,1,0,705.0,599,1,1
52546,0,1.0,1,0,474.0,327,1,1
52547,3,1.0,3,0,1510.0,459,3,1
52548,2,1.0,1,0,699.0,352,2,0
52549,0,1.0,2,0,1510.0,1135,2,1
52550,1,1.0,2,0,924.0,975,2,0
52551,5,2.0,2,0,2005.0,1162,3,0
52552,1,1.0,1,0,1024.0,855,3,1
52553,1,1.0,1,0,885.0,807,2,0
52554,3,1.0,1,0,1785.0,870,3,0
52555,1,1.0,2,0,545.0,649,1,0
52556,4,1.0,2,0,2070.0,960,3,0
52557,4,1.0,1,0,1535.0,636,3,0
52558,0,1.0,1,0,1455.0,862,3,1
52559,3,1.0,1,0,1150.0,568,2,1
52560,0,2.0,3,0,1325.0,1559,2,0
52561,0,2.0,2,0,2475.0,1055,3,1
52562,1,2.0,2,0,1393.0,1120,2,1
52563,0,1.0,1,0,805.0,805,1,1
52564,4,2.0,2,0,1620.0,1152,3,0
52566,5,1.0,1,0,1036.0,695,2,1
52567,4,1.0,1,0,2318.0,772,3,1
52568,3,1.0,1,0,2245.0,847,2,0
52569,2,1.5,2,0,1150.0,800,2,0
52570,0,1.0,1,0,2227.0,794,3,1
52571,2,1.0,1,0,2350.0,740,3,0
52572,2,1.0,1,0,1374.0,627,3,1
52573,1,1.0,2,0,544.0,750,1,0
52574,2,1.0,1,0,600.0,665,2,1
52575,0,1.0,1,0,889.0,750,2,0
52576,6,1.0,1,0,861.0,558,2,0
52577,7,1.0,0,0,1575.0,365,3,0
52578,6,1.0,1,0,1525.0,390,3,1
52579,7,1.0,1,0,851.0,558,2,0
52580,2,2.0,2,0,1600.0,1370,2,0
52581,1,1.0,1,0,1050.0,550,3,0
52582,2,2.0,2,0,1375.0,891,2,0
52583,2,2.0,2,0,1395.0,771,2,0
52584,1,1.0,2,0,1325.0,889,2,1
52585,0,2.0,3,0,995.0,980,2,0
52586,1,2.0,2,0,1680.0,1117,2,0
52587,9,1.0,1,0,1616.0,1005,3,1
52588,7,1.0,1,0,1100.0,852,2,1
52589,1,2.0,2,0,1359.0,999,1,0
52590,1,1.0,1,0,1450.0,833,2,0
52591,5,1.0,2,0,1395.0,795,2,0
52592,3,1.0,1,0,741.0,1046,2,1
52593,11,2.0,2,0,1662.0,1075,3,1
52594,6,2.0,3,0,1704.0,1109,2,1
52595,4,2.0,3,0,1050.0,1045,1,0
52597,0,2.0,2,0,1462.0,1076,2,0
52598,0,1.0,2,0,2150.0,960,3,0
52599,1,1.0,3,0,2150.0,1400,3,0
52600,1,1.0,1,0,1720.0,703,3,1
52601,1,2.0,2,0,2035.0,1171,3,1
52602,5,2.0,2,0,1746.0,913,3,1
52603,11,1.0,1,0,1893.0,781,3,1
52604,3,1.0,1,0,1125.0,462,3,0
52605,10,1.0,1,0,1610.0,800,3,0
52606,4,1.0,1,0,1695.0,680,3,0
52607,3,2.0,2,0,2345.0,1084,3,0
52608,4,1.0,2,0,2175.0,1034,3,0
52609,3,1.0,2,0,825.0,950,1,0
52610,3,1.0,1,0,2395.0,860,3,0
52611,3,2.0,2,0,1128.0,1070,2,0
52612,5,1.0,2,0,603.0,900,2,1
52613,2,1.0,2,0,1358.0,782,2,1
52615,12,1.0,1,0,1060.0,672,2,1
52616,7,2.0,2,0,2740.0,968,3,0
52617,4,2.0,2,0,2269.0,1185,3,1
52618,0,1.0,2,0,630.0,806,2,0
